Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Major_Category,Year_of_Study,Burnout_Risk_Level,Burnout_Code
19.48,0,2,3,4.95,4,Actively_Encouraged,7,Business,Freshman,Low,1
1.24,0,2,2,20.34,2,Allowed_With_Citation,5,Business,Junior,Low,1
5.16,1,2,3,7.37,1,Actively_Encouraged,3,Humanities,Freshman,Low,1
8.89,2,2,2,17.69,5,Allowed_With_Citation,3,STEM,Junior,Low,1
1.27,4,1,2,17.79,3,Allowed_With_Citation,4,Humanities,Junior,Medium,2
29.13,1,2,3,12.81,7,Actively_Encouraged,6,Arts,Graduate,High,0
0.65,1,2,3,8.76,5,Actively_Encouraged,6,STEM,Sophomore,Medium,2
40.0,1,0,4,5.04,8,Allowed_With_Citation,7,STEM,Senior,High,0
1.88,4,2,4,7.27,5,Strict_Ban,3,STEM,Freshman,Medium,2
13.65,1,0,3,18.37,4,Actively_Encouraged,2,STEM,Junior,Medium,2
2.92,0,0,3,18.45,2,Allowed_With_Citation,4,Arts,Sophomore,Low,1
9.42,3,1,2,12.4,4,Allowed_With_Citation,7,Business,Junior,High,0
0.34,1,0,5,18.75,5,Allowed_With_Citation,1,Humanities,Sophomore,Low,1
15.4,0,1,2,5.34,4,Allowed_With_Citation,5,STEM,Graduate,Low,1
2.4,2,1,2,8.14,3,Actively_Encouraged,1,Humanities,Graduate,Medium,2
3.66,2,1,2,11.26,3,Strict_Ban,1,Humanities,Junior,Medium,2
23.54,0,0,5,17.26,8,Strict_Ban,9,STEM,Freshman,High,0
6.82,1,0,3,10.66,2,Actively_Encouraged,1,Humanities,Junior,Medium,2
17.5,0,2,3,13.58,3,Allowed_With_Citation,6,Humanities,Senior,High,0
32.77,3,2,5,1.9,8,Allowed_With_Citation,5,Business,Freshman,High,0
4.77,3,2,3,9.63,2,Actively_Encouraged,3,Business,Junior,Low,1
1.13,0,0,5,7.89,3,Allowed_With_Citation,6,STEM,Freshman,Low,1
4.99,4,1,2,5.96,2,Allowed_With_Citation,2,Humanities,Sophomore,Low,1
7.2,1,2,3,8.46,2,Actively_Encouraged,4,Business,Freshman,Medium,2
1.94,2,0,3,11.86,1,Allowed_With_Citation,2,Business,Graduate,Medium,2
4.93,0,1,2,5.99,1,Strict_Ban,4,Arts,Freshman,Low,1
8.26,4,1,1,2.4,3,Allowed_With_Citation,6,Business,Freshman,Medium,2
9.77,1,1,1,7.0,3,Allowed_With_Citation,4,STEM,Graduate,High,0
3.84,0,1,1,16.09,1,Actively_Encouraged,1,STEM,Junior,Low,1
9.04,2,2,3,11.36,2,Allowed_With_Citation,5,Business,Senior,Medium,2
32.69,1,1,2,13.2,9,Allowed_With_Citation,4,STEM,Sophomore,Medium,2
2.75,3,1,2,11.46,1,Allowed_With_Citation,6,Business,Junior,Low,1
13.87,4,0,3,4.73,4,Allowed_With_Citation,6,Medical,Freshman,High,0
27.87,3,0,5,20.49,9,Strict_Ban,10,Business,Sophomore,High,0
21.76,0,1,3,9.74,6,Actively_Encouraged,4,Humanities,Junior,Medium,2
2.73,3,1,1,14.06,3,Allowed_With_Citation,1,Business,Junior,Low,1
8.71,1,2,2,16.35,4,Actively_Encouraged,4,Humanities,Sophomore,High,0
35.34,3,2,3,4.44,9,Actively_Encouraged,8,Business,Senior,High,0
7.96,4,1,2,14.83,6,Strict_Ban,5,Medical,Junior,Medium,2
2.81,0,1,3,10.41,5,Allowed_With_Citation,5,Humanities,Junior,Medium,2
4.59,2,0,4,7.32,4,Allowed_With_Citation,6,Medical,Freshman,Medium,2
12.35,4,0,3,14.55,8,Allowed_With_Citation,4,Medical,Graduate,High,0
5.67,1,1,3,13.46,4,Allowed_With_Citation,5,STEM,Sophomore,High,0
7.67,1,0,4,1.0,6,Strict_Ban,4,STEM,Junior,High,0
2.72,2,0,4,13.99,2,Strict_Ban,3,STEM,Sophomore,Low,1
0.68,1,1,1,14.35,1,Allowed_With_Citation,3,STEM,Graduate,Low,1
1.85,1,0,4,6.68,1,Actively_Encouraged,2,STEM,Graduate,Medium,2
24.8,3,2,3,10.25,5,Actively_Encouraged,3,Business,Sophomore,High,0
7.19,1,0,3,18.91,4,Actively_Encouraged,1,STEM,Senior,High,0
11.65,0,2,4,6.45,2,Allowed_With_Citation,4,Humanities,Freshman,High,0
15.96,0,0,4,13.3,5,Allowed_With_Citation,4,Arts,Freshman,Low,1
2.87,1,0,4,8.02,2,Strict_Ban,4,STEM,Senior,Low,1
1.03,2,1,1,17.56,3,Actively_Encouraged,4,Arts,Freshman,Low,1
7.85,1,2,5,8.17,5,Allowed_With_Citation,5,STEM,Freshman,Medium,2
33.26,1,2,1,13.58,7,Allowed_With_Citation,4,STEM,Junior,High,0
1.98,3,2,1,16.19,1,Actively_Encouraged,5,Business,Senior,Low,1
2.3,3,0,5,3.49,5,Strict_Ban,3,Business,Freshman,High,0
12.68,4,2,5,12.46,3,Allowed_With_Citation,3,Medical,Freshman,Medium,2
13.92,1,1,3,1.71,6,Actively_Encouraged,3,Business,Freshman,Low,1
2.62,3,1,2,11.62,2,Allowed_With_Citation,1,Arts,Freshman,Medium,2
4.82,2,2,4,14.43,2,Actively_Encouraged,4,STEM,Freshman,Low,1
12.15,2,2,1,17.22,3,Strict_Ban,3,STEM,Graduate,Medium,2
1.76,0,1,2,14.31,1,Actively_Encouraged,2,Arts,Freshman,Low,1
9.15,0,2,4,11.02,3,Strict_Ban,5,Arts,Junior,Medium,2
5.96,2,2,3,13.59,4,Strict_Ban,4,Medical,Graduate,Medium,2
4.97,2,0,3,14.34,3,Actively_Encouraged,5,Humanities,Junior,High,0
9.24,1,1,3,8.39,3,Allowed_With_Citation,7,Humanities,Freshman,Medium,2
0.86,0,1,2,10.3,1,Actively_Encouraged,4,Arts,Junior,Low,1
1.25,0,1,1,14.07,5,Strict_Ban,4,Humanities,Graduate,Medium,2
13.42,0,0,3,11.75,4,Allowed_With_Citation,7,Medical,Sophomore,High,0
8.84,1,2,2,13.04,5,Allowed_With_Citation,8,Arts,Sophomore,High,0
34.0,4,1,3,4.65,5,Strict_Ban,9,Humanities,Sophomore,High,0
23.92,1,2,4,11.19,5,Allowed_With_Citation,6,Arts,Junior,High,0
11.08,0,1,2,7.89,6,Actively_Encouraged,4,Arts,Sophomore,High,0
5.6,4,0,3,13.31,1,Allowed_With_Citation,2,STEM,Senior,Low,1
14.38,0,0,3,1.0,4,Allowed_With_Citation,6,Medical,Senior,High,0
24.2,0,1,3,7.1,4,Allowed_With_Citation,6,Business,Sophomore,Medium,2
12.02,0,1,1,15.55,4,Actively_Encouraged,5,Arts,Senior,Medium,2
3.21,2,1,3,8.62,3,Actively_Encouraged,3,Humanities,Freshman,Medium,2
6.65,1,1,1,10.74,6,Strict_Ban,6,Medical,Senior,Medium,2
2.51,0,1,3,2.65,3,Allowed_With_Citation,6,Humanities,Junior,Medium,2
21.32,1,0,4,14.03,6,Actively_Encouraged,4,STEM,Junior,High,0
0.75,4,1,3,9.57,1,Allowed_With_Citation,3,Medical,Freshman,Low,1
30.41,1,0,3,16.22,5,Actively_Encouraged,4,STEM,Junior,High,0
1.93,0,1,2,13.29,4,Strict_Ban,6,Humanities,Junior,Medium,2
3.43,2,0,5,22.1,3,Allowed_With_Citation,4,Medical,Junior,Low,1
3.95,3,0,3,15.47,5,Strict_Ban,3,Medical,Sophomore,Medium,2
20.05,3,2,3,15.33,5,Actively_Encouraged,1,Business,Freshman,High,0
35.87,3,2,1,16.21,5,Allowed_With_Citation,8,Business,Junior,High,0
1.19,1,2,3,12.75,3,Allowed_With_Citation,6,Humanities,Sophomore,Low,1
27.04,4,1,2,6.97,4,Strict_Ban,5,STEM,Junior,High,0
13.03,0,1,3,19.22,4,Allowed_With_Citation,5,Humanities,Junior,Medium,2
10.3,3,1,3,8.87,4,Actively_Encouraged,5,Business,Sophomore,Medium,2
0.19,4,2,5,8.55,4,Strict_Ban,4,Arts,Sophomore,Medium,2
5.42,1,1,2,8.6,4,Actively_Encouraged,3,Arts,Junior,Medium,2
9.65,0,0,4,14.15,5,Allowed_With_Citation,4,Arts,Junior,Medium,2
9.4,0,0,5,7.76,6,Allowed_With_Citation,6,STEM,Junior,Medium,2
22.74,4,1,2,5.67,3,Strict_Ban,9,Humanities,Graduate,High,0
6.48,0,1,2,9.4,3,Allowed_With_Citation,4,STEM,Senior,Low,1
0.87,1,2,2,15.9,3,Strict_Ban,4,Business,Freshman,High,0
1.51,4,2,4,6.18,5,Allowed_With_Citation,4,Humanities,Junior,Low,1
24.1,1,1,2,13.11,5,Allowed_With_Citation,8,Medical,Sophomore,High,0
0.5,0,2,2,5.06,1,Actively_Encouraged,2,Humanities,Sophomore,Low,1
10.91,3,1,1,16.21,3,Strict_Ban,5,STEM,Graduate,High,0
10.74,3,0,4,11.84,4,Allowed_With_Citation,5,STEM,Junior,Medium,2
4.96,0,0,3,18.38,5,Strict_Ban,7,Arts,Senior,Low,1
40.0,0,1,3,10.03,9,Allowed_With_Citation,6,Business,Graduate,High,0
0.52,3,2,3,7.77,3,Allowed_With_Citation,1,STEM,Freshman,Low,1
19.83,4,2,3,4.36,4,Strict_Ban,6,STEM,Freshman,High,0
0.79,3,0,5,1.2,2,Allowed_With_Citation,2,Business,Sophomore,Low,1
14.46,1,0,3,11.37,2,Allowed_With_Citation,3,STEM,Freshman,Medium,2
2.29,3,1,2,7.82,1,Allowed_With_Citation,2,Arts,Freshman,Medium,2
21.41,1,2,5,10.72,6,Allowed_With_Citation,4,Business,Graduate,High,0
6.21,0,0,4,18.78,2,Allowed_With_Citation,1,STEM,Graduate,High,0
32.96,3,0,3,21.07,6,Strict_Ban,7,STEM,Senior,High,0
1.35,1,2,2,13.09,3,Allowed_With_Citation,6,Medical,Senior,Medium,2
9.74,0,1,3,20.2,4,Allowed_With_Citation,5,Humanities,Freshman,Low,1
2.22,0,2,2,4.7,5,Actively_Encouraged,2,Humanities,Junior,Low,1
6.84,1,0,3,11.89,3,Allowed_With_Citation,4,Arts,Freshman,Medium,2
10.18,0,0,3,7.65,3,Allowed_With_Citation,6,Medical,Sophomore,Low,1
12.12,4,0,3,19.39,3,Allowed_With_Citation,6,Medical,Sophomore,Low,1
6.12,3,0,3,3.92,3,Actively_Encouraged,6,Arts,Junior,Medium,2
0.1,1,1,3,11.15,2,Allowed_With_Citation,6,Humanities,Freshman,Low,1
1.13,1,2,1,20.22,4,Actively_Encouraged,6,STEM,Freshman,Medium,2
2.26,0,2,5,14.33,1,Allowed_With_Citation,5,Arts,Junior,Medium,2
2.91,2,0,3,1.36,2,Allowed_With_Citation,5,Business,Junior,Medium,2
7.81,2,2,4,11.67,3,Allowed_With_Citation,4,Humanities,Sophomore,Low,1
0.67,4,0,3,8.44,5,Actively_Encouraged,2,Medical,Freshman,Medium,2
6.08,3,0,4,15.85,1,Allowed_With_Citation,7,STEM,Graduate,High,0
2.54,3,0,4,10.17,4,Allowed_With_Citation,1,Humanities,Freshman,Low,1
17.5,0,2,4,7.27,6,Strict_Ban,8,STEM,Senior,High,0
9.31,1,1,3,3.4,1,Actively_Encouraged,1,Humanities,Freshman,High,0
19.65,0,2,3,2.98,5,Strict_Ban,10,STEM,Junior,High,0
4.45,1,1,3,14.69,2,Actively_Encouraged,1,STEM,Senior,High,0
40.0,0,0,3,6.17,7,Allowed_With_Citation,3,STEM,Senior,High,0
9.64,3,1,1,11.05,1,Actively_Encouraged,8,Business,Sophomore,Low,1
3.59,0,0,5,17.59,3,Allowed_With_Citation,5,Business,Freshman,Low,1
4.86,1,2,2,6.97,4,Allowed_With_Citation,5,Business,Senior,Low,1
7.65,2,0,4,7.48,4,Actively_Encouraged,1,Medical,Junior,High,0
1.06,3,2,2,17.33,4,Strict_Ban,4,Humanities,Senior,Medium,2
11.98,1,2,1,17.23,5,Strict_Ban,6,STEM,Senior,Medium,2
1.46,0,1,2,3.03,2,Allowed_With_Citation,5,Arts,Junior,Medium,2
18.38,1,1,3,13.86,6,Allowed_With_Citation,3,STEM,Graduate,High,0
3.53,0,2,3,13.38,6,Actively_Encouraged,2,Medical,Junior,High,0
23.26,3,1,1,17.67,6,Allowed_With_Citation,4,STEM,Senior,High,0
6.87,1,2,5,7.79,1,Strict_Ban,4,Medical,Senior,Medium,2
2.1,1,1,2,11.26,2,Allowed_With_Citation,6,STEM,Junior,Low,1
0.46,1,1,1,8.11,1,Actively_Encouraged,2,Medical,Junior,Low,1
9.92,1,1,2,11.33,2,Allowed_With_Citation,3,Business,Senior,Low,1
3.85,2,1,2,7.58,5,Actively_Encouraged,3,Medical,Junior,Medium,2
3.15,1,2,2,11.22,3,Actively_Encouraged,1,STEM,Junior,Low,1
13.28,3,2,3,4.85,6,Allowed_With_Citation,1,Business,Senior,Medium,2
9.24,4,2,1,1.0,4,Allowed_With_Citation,4,Medical,Freshman,High,0
1.9,0,0,3,6.86,1,Allowed_With_Citation,6,Business,Freshman,Medium,2
4.1,4,2,3,16.34,4,Strict_Ban,6,Business,Freshman,Low,1
6.14,4,0,4,9.03,1,Strict_Ban,3,Business,Junior,Low,1
0.84,4,1,1,5.6,2,Strict_Ban,4,Humanities,Graduate,Medium,2
3.76,1,1,3,19.86,3,Actively_Encouraged,4,Business,Senior,Low,1
4.7,1,1,3,17.31,5,Strict_Ban,6,Business,Graduate,Medium,2
24.31,4,0,3,1.0,8,Allowed_With_Citation,5,Medical,Freshman,High,0
9.2,3,1,1,20.59,3,Actively_Encouraged,4,STEM,Senior,Medium,2
0.3,0,0,5,3.16,2,Strict_Ban,3,STEM,Sophomore,Medium,2
25.56,4,0,4,16.86,5,Allowed_With_Citation,5,Medical,Freshman,High,0
7.58,0,2,2,12.44,4,Strict_Ban,5,Medical,Senior,Medium,2
1.1,4,1,1,18.14,2,Strict_Ban,3,Humanities,Freshman,Low,1
14.92,1,1,2,1.28,6,Strict_Ban,4,Business,Freshman,High,0
31.2,2,2,3,4.52,8,Allowed_With_Citation,6,STEM,Sophomore,High,0
10.68,1,1,3,10.0,1,Allowed_With_Citation,6,STEM,Senior,Medium,2
20.45,3,0,3,24.91,4,Allowed_With_Citation,3,Humanities,Junior,Medium,2
5.02,0,1,2,5.24,3,Actively_Encouraged,3,Humanities,Sophomore,Medium,2
0.46,0,2,2,6.95,2,Actively_Encouraged,2,Business,Freshman,Medium,2
5.12,1,1,3,8.46,1,Strict_Ban,8,STEM,Freshman,Low,1
10.8,4,0,4,7.64,3,Strict_Ban,6,Medical,Freshman,Medium,2
11.74,1,0,3,8.45,5,Actively_Encouraged,4,Medical,Graduate,Medium,2
8.44,4,1,2,9.37,4,Strict_Ban,2,Business,Graduate,Medium,2
1.55,3,1,3,14.48,4,Strict_Ban,6,Business,Graduate,Medium,2
1.51,0,0,3,7.94,2,Strict_Ban,1,Humanities,Senior,Low,1
1.88,0,1,2,4.88,4,Actively_Encouraged,4,Arts,Graduate,Medium,2
0.59,0,1,2,10.38,1,Strict_Ban,4,Business,Senior,Medium,2
27.97,1,2,3,10.89,7,Actively_Encouraged,4,STEM,Graduate,High,0
3.36,4,0,4,15.83,5,Allowed_With_Citation,2,Medical,Senior,Medium,2
1.31,4,0,3,8.56,3,Actively_Encouraged,8,Arts,Junior,Medium,2
10.81,1,2,1,7.36,4,Actively_Encouraged,5,Medical,Sophomore,Low,1
17.74,4,2,4,18.91,6,Actively_Encouraged,7,Business,Junior,Medium,2
4.07,3,1,1,9.57,1,Actively_Encouraged,4,Business,Junior,Medium,2
0.68,3,1,1,13.58,1,Allowed_With_Citation,1,Humanities,Junior,Medium,2
7.83,1,1,3,10.61,2,Allowed_With_Citation,3,Medical,Senior,Medium,2
1.81,0,1,2,5.36,3,Strict_Ban,2,Arts,Senior,Low,1
6.87,3,2,3,9.15,5,Strict_Ban,1,STEM,Freshman,Medium,2
4.76,2,2,3,12.74,1,Actively_Encouraged,3,STEM,Sophomore,Low,1
0.92,0,0,4,19.84,2,Allowed_With_Citation,2,Humanities,Graduate,Medium,2
1.32,0,2,5,7.84,4,Allowed_With_Citation,5,Arts,Junior,Medium,2
26.89,1,0,4,12.26,4,Allowed_With_Citation,3,Medical,Sophomore,Medium,2
6.97,4,2,1,9.0,4,Actively_Encouraged,6,STEM,Graduate,High,0
26.78,0,1,2,15.39,8,Strict_Ban,9,Business,Sophomore,High,0
2.78,3,2,1,13.63,2,Allowed_With_Citation,2,Humanities,Sophomore,Medium,2
6.77,4,1,3,11.18,4,Allowed_With_Citation,1,Medical,Sophomore,Medium,2
13.68,0,2,3,12.86,5,Actively_Encouraged,5,Arts,Graduate,High,0
0.28,0,0,4,1.14,2,Actively_Encouraged,4,Arts,Senior,Medium,2
2.75,0,1,2,4.21,3,Strict_Ban,5,Humanities,Junior,Low,1
8.82,2,2,3,7.11,5,Actively_Encouraged,7,Humanities,Graduate,High,0
3.16,1,1,2,11.76,5,Actively_Encouraged,3,STEM,Graduate,High,0
24.32,1,2,1,10.44,5,Actively_Encouraged,5,STEM,Senior,High,0
4.47,3,0,4,13.99,4,Strict_Ban,3,Arts,Graduate,Medium,2
7.95,0,2,3,10.7,4,Strict_Ban,1,Arts,Senior,Low,1
11.57,4,2,2,8.38,1,Allowed_With_Citation,6,Medical,Junior,Medium,2
4.31,2,1,2,10.32,4,Strict_Ban,3,Medical,Junior,Low,1
21.41,2,2,4,1.0,7,Allowed_With_Citation,7,Business,Sophomore,High,0
2.2,4,1,2,14.84,1,Allowed_With_Citation,4,Arts,Freshman,Medium,2
4.96,4,0,3,12.87,2,Allowed_With_Citation,5,Medical,Senior,Low,1
1.63,2,1,2,8.73,4,Allowed_With_Citation,3,Arts,Freshman,Low,1
2.68,1,2,2,20.05,3,Allowed_With_Citation,6,STEM,Sophomore,Low,1
4.61,0,2,3,17.36,3,Allowed_With_Citation,6,Humanities,Sophomore,Medium,2
16.98,2,2,2,8.43,5,Actively_Encouraged,4,STEM,Junior,Medium,2
17.3,4,2,2,4.11,6,Allowed_With_Citation,4,Medical,Sophomore,Medium,2
1.46,3,1,3,16.31,4,Actively_Encouraged,6,Business,Senior,Medium,2
5.02,1,0,3,14.34,2,Allowed_With_Citation,2,STEM,Graduate,Medium,2
25.99,4,1,3,13.87,8,Allowed_With_Citation,5,Business,Graduate,High,0
1.05,0,1,2,14.75,2,Allowed_With_Citation,3,Business,Junior,High,0
11.26,4,2,5,10.46,2,Strict_Ban,7,Humanities,Graduate,High,0
4.78,3,2,4,10.22,5,Allowed_With_Citation,2,STEM,Sophomore,Medium,2
2.31,3,1,2,11.3,3,Allowed_With_Citation,1,Business,Junior,Low,1
3.22,3,0,5,22.73,3,Allowed_With_Citation,4,Business,Sophomore,Medium,2
7.81,0,2,2,9.21,3,Allowed_With_Citation,3,Arts,Graduate,High,0
10.93,3,1,2,7.01,2,Allowed_With_Citation,4,Business,Freshman,Medium,2
1.86,0,2,2,16.46,4,Allowed_With_Citation,1,Arts,Junior,High,0
7.39,1,0,5,19.15,3,Strict_Ban,5,Business,Senior,Low,1
0.52,1,0,5,7.69,1,Allowed_With_Citation,6,Business,Junior,Medium,2
19.12,4,0,3,1.2,8,Actively_Encouraged,3,Medical,Freshman,Low,1
5.29,0,0,3,11.25,2,Strict_Ban,7,Humanities,Junior,High,0
40.0,1,1,3,12.49,10,Allowed_With_Citation,8,STEM,Senior,High,0
1.6,0,2,2,19.36,3,Allowed_With_Citation,4,STEM,Freshman,Medium,2
4.35,3,2,3,10.04,3,Allowed_With_Citation,2,Arts,Senior,Medium,2
6.33,4,2,1,17.04,3,Actively_Encouraged,6,Business,Graduate,High,0
4.5,2,0,4,14.93,3,Allowed_With_Citation,4,Business,Graduate,Medium,2
11.31,2,2,1,17.12,3,Allowed_With_Citation,2,STEM,Sophomore,Medium,2
6.68,2,1,2,9.26,5,Allowed_With_Citation,6,STEM,Freshman,Low,1
9.96,1,0,3,10.82,3,Allowed_With_Citation,3,STEM,Sophomore,High,0
20.04,4,0,4,14.03,2,Allowed_With_Citation,4,Humanities,Senior,Medium,2
5.65,3,2,2,9.57,5,Strict_Ban,1,Business,Graduate,Medium,2
13.22,3,0,5,13.57,4,Actively_Encouraged,4,Humanities,Graduate,Medium,2
2.93,0,0,3,8.91,2,Actively_Encouraged,6,Humanities,Graduate,Medium,2
2.17,1,2,2,14.06,3,Strict_Ban,7,Medical,Senior,Low,1
1.05,1,1,1,17.46,1,Allowed_With_Citation,4,Humanities,Senior,Low,1
8.21,2,1,1,10.61,4,Actively_Encouraged,2,Business,Freshman,Low,1
0.16,0,0,4,8.1,4,Strict_Ban,7,Arts,Sophomore,Medium,2
0.93,0,1,3,7.7,1,Actively_Encouraged,6,Humanities,Graduate,Medium,2
13.69,3,1,3,13.47,2,Allowed_With_Citation,4,Business,Senior,Medium,2
11.52,2,0,4,22.34,6,Allowed_With_Citation,7,Arts,Junior,High,0
0.08,1,1,3,9.88,2,Actively_Encouraged,4,Medical,Freshman,Medium,2
33.38,1,1,2,15.5,9,Strict_Ban,10,STEM,Sophomore,High,0
4.87,4,0,5,14.92,1,Strict_Ban,6,Medical,Junior,Low,1
2.44,0,0,5,2.1,5,Allowed_With_Citation,4,Humanities,Graduate,High,0
9.82,0,0,3,19.53,3,Allowed_With_Citation,4,STEM,Freshman,Medium,2
1.7,0,0,5,1.0,2,Strict_Ban,2,Humanities,Freshman,Medium,2
0.88,4,1,3,17.17,3,Allowed_With_Citation,3,Medical,Senior,Medium,2
14.35,0,0,3,17.4,2,Actively_Encouraged,3,Humanities,Sophomore,Medium,2
0.85,0,2,2,14.69,1,Allowed_With_Citation,3,Humanities,Freshman,Low,1
3.44,4,2,2,11.75,4,Actively_Encouraged,1,Business,Freshman,Medium,2
13.52,1,2,2,7.0,3,Actively_Encouraged,6,STEM,Junior,High,0
29.44,2,2,1,17.4,8,Actively_Encouraged,10,STEM,Junior,High,0
1.03,3,0,5,9.23,3,Allowed_With_Citation,6,STEM,Graduate,Low,1
12.67,1,2,2,12.66,3,Strict_Ban,6,STEM,Junior,Medium,2
11.69,0,0,5,9.37,3,Actively_Encouraged,6,STEM,Senior,Low,1
3.32,1,2,3,12.91,4,Actively_Encouraged,5,STEM,Freshman,Low,1
17.71,3,1,3,7.26,7,Actively_Encouraged,5,Business,Senior,High,0
5.92,1,2,1,10.59,4,Allowed_With_Citation,3,STEM,Senior,Low,1
1.96,2,2,4,8.22,3,Strict_Ban,5,Humanities,Freshman,Medium,2
5.58,1,0,3,15.01,2,Allowed_With_Citation,4,Medical,Senior,Medium,2
1.73,0,1,2,20.93,2,Actively_Encouraged,4,Humanities,Freshman,Low,1
9.47,3,0,3,5.85,3,Allowed_With_Citation,4,Business,Junior,Low,1
2.41,4,1,2,1.97,2,Strict_Ban,2,STEM,Senior,High,0
20.74,2,0,4,15.23,4,Strict_Ban,5,STEM,Senior,High,0
13.45,1,0,3,9.51,1,Strict_Ban,8,STEM,Graduate,High,0
40.0,1,2,2,3.79,9,Strict_Ban,10,STEM,Graduate,High,0
1.27,1,1,1,12.11,3,Strict_Ban,1,STEM,Senior,Low,1
2.13,3,1,1,8.13,4,Strict_Ban,3,STEM,Graduate,Medium,2
3.81,1,1,2,9.18,1,Actively_Encouraged,1,STEM,Freshman,Medium,2
3.77,1,1,2,13.24,4,Allowed_With_Citation,3,STEM,Sophomore,Medium,2
5.49,1,2,1,8.38,5,Allowed_With_Citation,3,Humanities,Freshman,Medium,2
28.42,1,2,3,7.43,4,Allowed_With_Citation,1,STEM,Sophomore,High,0
0.52,2,1,2,17.97,4,Allowed_With_Citation,3,Humanities,Sophomore,Medium,2
32.17,0,2,3,10.35,8,Allowed_With_Citation,6,Business,Graduate,High,0
1.16,1,1,1,4.35,1,Actively_Encouraged,3,Business,Junior,Low,1
3.39,1,0,5,18.95,1,Actively_Encouraged,5,STEM,Senior,Low,1
3.33,0,2,3,3.48,3,Actively_Encouraged,7,Arts,Sophomore,Medium,2
6.13,3,2,3,16.96,4,Allowed_With_Citation,2,Business,Junior,Medium,2
28.52,4,2,3,8.86,6,Allowed_With_Citation,3,STEM,Senior,High,0
6.01,4,0,5,20.22,2,Allowed_With_Citation,5,Medical,Sophomore,Medium,2
38.0,0,2,1,9.97,6,Actively_Encouraged,2,Medical,Graduate,High,0
37.28,1,0,3,7.62,8,Allowed_With_Citation,6,STEM,Freshman,High,0
15.05,0,0,3,15.55,7,Allowed_With_Citation,3,STEM,Graduate,High,0
2.04,3,2,1,12.18,1,Actively_Encouraged,2,Arts,Freshman,Low,1
0.69,3,1,1,7.85,1,Allowed_With_Citation,7,Business,Junior,Low,1
9.33,4,2,4,12.03,2,Allowed_With_Citation,4,STEM,Graduate,Medium,2
0.83,1,0,3,25.92,2,Actively_Encouraged,3,STEM,Junior,Low,1
1.65,0,2,3,6.99,2,Actively_Encouraged,4,Humanities,Junior,Low,1
5.55,2,2,4,11.74,4,Actively_Encouraged,6,Humanities,Senior,Medium,2
13.83,4,1,2,6.63,6,Actively_Encouraged,4,Business,Sophomore,Low,1
6.82,0,0,4,3.8,4,Allowed_With_Citation,3,Humanities,Freshman,Low,1
23.14,2,1,1,6.04,3,Actively_Encouraged,2,Humanities,Sophomore,High,0
8.1,1,2,3,16.17,5,Strict_Ban,5,Business,Freshman,Low,1
0.7,4,2,5,21.5,1,Actively_Encouraged,4,STEM,Graduate,Low,1
1.08,1,1,2,10.1,1,Allowed_With_Citation,6,STEM,Graduate,Medium,2
7.6,3,2,5,12.18,4,Allowed_With_Citation,3,Business,Sophomore,Medium,2
3.38,4,0,5,15.5,2,Allowed_With_Citation,5,Medical,Senior,Low,1
5.57,3,0,3,14.22,3,Allowed_With_Citation,3,Business,Freshman,High,0
2.29,1,0,5,9.97,2,Strict_Ban,1,Business,Freshman,Medium,2
7.49,4,1,3,12.14,3,Strict_Ban,8,STEM,Senior,Low,1
16.58,0,2,3,15.08,5,Actively_Encouraged,3,Humanities,Sophomore,High,0
12.22,2,1,3,9.87,5,Actively_Encouraged,6,Business,Freshman,Low,1
0.25,0,0,3,14.65,1,Allowed_With_Citation,2,STEM,Senior,Low,1
6.26,2,1,3,16.32,1,Strict_Ban,1,STEM,Graduate,High,0
4.04,0,1,2,12.81,3,Allowed_With_Citation,6,Humanities,Junior,Medium,2
12.91,0,1,1,11.67,7,Actively_Encouraged,4,STEM,Sophomore,High,0
9.87,3,2,4,14.74,2,Actively_Encouraged,2,Humanities,Sophomore,Medium,2
0.8,4,0,3,12.61,1,Actively_Encouraged,5,STEM,Senior,Medium,2
0.47,3,1,1,3.18,5,Actively_Encouraged,2,Humanities,Senior,Low,1
4.57,1,1,1,22.6,2,Allowed_With_Citation,2,STEM,Graduate,Low,1
9.6,3,2,4,13.49,4,Strict_Ban,6,Medical,Graduate,Medium,2
1.91,3,1,1,15.03,3,Allowed_With_Citation,7,Business,Graduate,High,0
8.57,3,2,4,17.23,7,Allowed_With_Citation,4,Business,Senior,Medium,2
1.07,4,1,1,15.47,3,Allowed_With_Citation,2,Arts,Junior,Medium,2
2.23,3,1,3,20.32,1,Allowed_With_Citation,4,Humanities,Senior,Low,1
39.0,2,1,1,13.44,10,Actively_Encouraged,7,STEM,Senior,High,0
0.22,3,0,5,17.17,1,Strict_Ban,3,Business,Freshman,Low,1
6.38,3,0,5,15.18,2,Strict_Ban,1,Business,Junior,High,0
0.86,3,2,4,9.58,1,Allowed_With_Citation,1,Business,Freshman,Low,1
12.25,1,2,1,12.62,5,Actively_Encouraged,3,Humanities,Graduate,High,0
4.55,3,0,4,13.54,4,Actively_Encouraged,4,STEM,Sophomore,Medium,2
40.0,3,1,1,10.78,10,Strict_Ban,10,STEM,Senior,High,0
